Response ID,Parent Status,Concern_No human testing,Concern_Long term side effects,Concern_Not effective,Concern_Not necessary,Concern_Unclear who needs,Concern_not safe for children,Concern_Other,Concern_None,Concern_other text,Vax status,Political affiliation,rid,age,gender,hhi,ethnicity,hispanic,education,region,zip,political_party
R_2P5n7oUhly7CzVx,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Slightly Conservative,6568dc5b-04bc-53bd-8502-25e55a38c694,73,2,2,1,1,6,1,04072,4
R_3qfdBKd91uK8x5r,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Moderate,6568dba4-2c8d-b7a0-84af-2d529248d806,76,1,10,1,1,8,2,66223,4
R_3HXsHerxYdtGIDR,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Moderate,6568dccc-edba-6db5-291f-6f848057ad55,77,2,13,1,1,4,1,11733,2
R_UyJQEiyQyWPfelX,0,0,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Moderate,6568dd55-6bd9-94ad-9521-c58493ba4d17,36,1,5,2,1,6,2,60619,10
R_3L7KsxQyPQIUIVa,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Conservative,6568dc3a-bb0a-c579-a874-abc006752c43,72,1,4,1,1,4,3,32703,8
R_1kLAIHit7Xo9UKU,0,0,0,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Not Sure,6568dd44-4956-7140-cb1b-8871697c5c81,29,2,2,1,1,7,4,60148,9
R_2drPNwvKyOzcERW,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dbfe-73cd-5d3c-7505-d0c36a7712f5,44,2,4,1,2,-3105,3,78251,1
R_1ow3PX7mJlJVNTP,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568dc80-1828-c60d-b8b2-25b2a0368ec4,31,2,4,1,1,2,3,37931,5
R_24730QBhW8Pjr3i,"I am a parent, guardian, or caretaker of a child 18 or under",0,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568dd6d-9e46-4028-0407-01b00423d993,18,1,2,15,12,4,3,33991,7
R_1K9KHe3ah5DYIAn,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568dc47-fd18-a92d-b82c-e8a9078aa071,67,2,6,1,1,2,3,29505,9
R_2ablHh3J9XAgrGN,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I plan on receiving the updated vaccine in the next few months,Moderate,6568dd06-9c38-5b54-fd08-916ca2d25015,62,2,6,1,1,2,3,76513,10
R_8uGlwkdqUqpwYOB,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Liberal,6568dde4-24f6-c50c-8852-f9eefa7f181b,30,1,19,1,1,2,3,33909,2
R_2OSGTnF1aWP1tLH,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Liberal,6568dd56-2f6f-bc8d-25f5-3dbae343f7a5,39,2,5,1,12,5,4,94577,5
R_2zA8cNpcP8GzHAR,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Slightly Conservative,6568dd5c-f407-b762-ac77-6cce43d5a229,69,2,2,1,1,2,2,48101,5
R_1IacVSL3easq7bg,0,0,0,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568ddc0-ca06-cfb6-69e6-18cae13556fe,45,1,9,1,1,6,3,23701,4
R_3KnPcRfPo7x8ETv,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I plan on receiving the updated vaccine in the next month,Very Conservative,6568dbe3-f3e1-d99e-68bb-89d0f8144329,73,1,3,1,1,6,3,75216,10
R_3iIQ6LF3Gakv9sL,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Moderate,6568dd9d-2fc8-4096-4b08-3fdabaeba805,61,2,1,1,1,1,3,37752,10
R_3sj0K9TdGjQmZyK,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dc35-1e59-c5fc-8880-a3f7da127f89,67,1,4,1,1,4,3,34207,10
R_OwzgnE7xt8JmBNL,0,0,0,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568dcd6-3594-e657-0950-43591aa80dda,54,2,19,1,1,7,3,30161,1
R_1CwNRLgQ2hxIHJK,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,The latest vaccine is not effective enough,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next month,Liberal,6568dd78-3259-dc35-539c-7ce9e38d6caa,38,1,1,2,1,4,1,10025,2
R_2U3OLMErWyZsBye,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568dbf9-8ffa-d0b7-198f-1ebf0b1bf253,73,2,7,1,1,4,4,99224,1
R_3k7ja012aIbpZMP,0,0,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dd99-0cdb-081e-d576-bb5a85130910,26,1,2,1,1,5,1,06907,8
R_W0ZcHDefgV0bQDT,0,0,0,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Very Conservative,6568dc0b-a5ed-5bdb-7df3-bf02f94ffd5b,52,2,8,1,3,2,4,89121,10
R_so3Qaw8uuVNlWs9,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dd9d-f28e-c402-703a-d2fe5fe66243,45,1,7,3,2,3,3,78225,4
R_22V6ZcS70FbzS0F,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I plan on receiving the updated vaccine in the next few months,Liberal,6568dd60-db7e-bba7-8f63-bd3a0b100976,48,1,12,2,1,6,1,12183,1
R_b7mM20B2wf8bok1,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dc1f-66f4-dd6a-0439-a6659d6c6f81,36,2,1,15,1,4,1,10456,1
R_1ou0QscMwXrXNrH,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Very Conservative,6568dd2b-c084-cb7e-2263-e6cc1e26e8bf,70,2,6,1,1,2,3,27565,2
R_ZaiXeC5pYAtF4op,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I plan on receiving the updated vaccine in the next month,Slightly Liberal,6568dccf-b515-4e6e-f765-f342c7124db1,67,2,4,1,1,6,3,27705,1
R_1M5wAdpUtHNIq5T,0,0,0,The latest vaccine is not effective enough,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568dbba-2e6a-d311-f37e-f1e9232520d3,57,1,19,1,1,6,4,97229,1
R_11XyS45UFosi8ul,0,0,0,The latest vaccine is not effective enough,0,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Moderate,6568de88-da9a-f09b-15d4-2ddaa294c77f,31,1,1,15,2,2,4,92345,5
R_33CKcMnZiqL4PZW,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Conservative,6568dcf1-67f4-3e2c-d551-e8d8d181347a,56,2,16,1,1,6,3,27360,10
R_zcHBFOWJPMi3lkd,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I plan on receiving the updated vaccine in the next month,Slightly Liberal,6568dc12-cff8-3cc9-c969-64fca1c07b56,63,1,13,1,1,8,1,13672,3
R_3lAAyG5es8BsDTU,"I am a parent, guardian, or caretaker of a child 18 or under",0,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568dcf3-df5b-7da3-e81a-f9460324e59d,63,2,8,1,1,2,1,07071,9
R_8H8iyZWGEqzCaDD,0,0,0,0,0,0,0,Some other concern,0,potential side effects,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568ddab-587c-b686-dd3d-1cf168476a0d,61,2,2,1,1,2,4,87015,4
R_33lp6VTysLaNetw,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Liberal,6568db61-c326-efdf-f58e-2d6a22a62c05,65,1,3,15,2,3,3,75160,1
R_2uImKx8Q6e5vVEk,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Liberal,6568deb5-c63b-1d00-50c0-2fb4d37ad2b4,36,1,9,1,1,2,4,80017,5
R_2f7Ig3QSAH8VqrP,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Very Conservative,6568deaf-2af5-9734-6c16-159c4f109967,25,1,8,1,1,2,4,99504,1
R_1obDONX9tcbHAKW,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Moderate,6568dd52-0078-521d-b050-ad40f175765f,31,2,3,1,1,6,2,63139,4
R_XsQ89XUjabGj3IB,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Slightly Liberal,6568ddd7-4b9d-ae5a-a884-55d34e5f9578,24,1,15,2,1,4,3,21117,2
R_3stSjW8NIj8OqCb,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Slightly Liberal,6568ddaf-eff8-62ab-3276-8c2a95fe3829,72,2,7,10,1,5,2,60008,6
R_3MRlL31rJ2acw0Z,"I am a parent, guardian, or caretaker of a child 18 or under",0,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568dd10-c4f7-f684-4ad5-ff5af014668a,42,2,20,1,1,2,2,63044,10
R_ZwQrGRslwtluHiV,0,0,0,The latest vaccine is not effective enough,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568d88b-ad3b-12be-fbd6-e23d223ed6a1,39,1,1,16,1,1,3,28777,4
R_BxjnRcMf8LV7LnX,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dee0-4a3e-3687-f1e1-39e2dbcceb86,35,1,1,2,2,2,4,91101,3
R_9tPH3rrG2uey9s5,0,0,0,The latest vaccine is not effective enough,0,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568dd7f-dbef-e9fa-a23f-feee3b19a666,47,1,2,2,1,3,3,20770,1
R_21oklF2ilb4J41k,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568dd54-5baf-c465-4b05-75d072df11ed,45,1,2,15,1,4,2,48213,1
R_3pm4s7DkVhsrC8e,0,0,0,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I plan on receiving the updated vaccine in the next few months,Slightly Conservative,6568ddf5-b130-239f-c6ad-b9176e131678,63,1,16,1,1,5,2,54220,10
R_DoecTaAIAqzvf5n,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I plan on receiving the updated vaccine in the next month,Moderate,6568dd17-31b9-9d17-1dd6-207d8f58a087,36,1,11,1,1,6,3,28681,4
R_ai4ifZg3YGTX7r3,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I plan on receiving the updated vaccine in the next month,Very Liberal,6568de48-2a38-7143-2451-66e8f3f8c5a3,41,1,19,1,1,5,1,03901,1
R_3oI29UtL3resLvl,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568dd2e-2184-faf3-b4e3-bafa4c26f945,59,2,4,1,1,2,3,29073,9
R_RsNoUmA2p1i79Xb,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Liberal,6568dde7-eba6-fdd2-c7fe-9fc584de7aaf,60,1,9,1,1,8,2,43402,2
R_2v8ts4VEkfbrP9E,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Moderate,6568df41-1e35-963d-f6bf-665415b04150,28,1,7,1,1,6,1,17356,10
R_3hAtKCMMVsgxdYq,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Very Liberal,6568ddaf-ffc8-837d-78c8-e04ba52f0c42,58,2,6,1,1,2,3,32137,1
R_2qt97DyZ2u9WB2r,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I plan on receiving the updated vaccine in the next few months,Moderate,6568defe-e4b5-c272-012f-69151e00afa2,18,1,6,4,1,6,1,11694,7
R_3HowjHnp7PsDrxU,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Liberal,6568def7-2112-7076-4fb7-8efa35f4d302,51,1,11,1,1,6,4,92646,1
R_3hGtSiXEKS74e8Z,"I am a parent, guardian, or caretaker of a child 18 or under",0,There is not enough information about long-term side effects of the latest vaccine,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Very Liberal,6568de4e-97e9-ef78-6233-6bd4c585e80c,35,1,1,1,1,2,2,64870,1
R_p9l1hLeWpyzxnVL,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Slightly Conservative,6568deb3-4e06-2e6a-a0d8-6e7835356580,47,1,3,1,1,4,4,97209,9
R_1mpUuYWzJAALMmM,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dded-af32-9ab3-9b2a-ce2464a83817,38,1,2,15,2,4,3,77042,4
R_1IAExNivHKwynTd,"I am a parent, guardian, or caretaker of a child 18 or under",0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dce3-674f-40b4-0386-3dd8d5d99595,33,2,15,1,1,4,1,12020,10
R_3lFhE3muU4zFOe2,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,Its unclear who should be vaccinated with this latest vaccine ,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568db45-efa9-ed13-cd7a-9bd5b1ca9eb8,33,1,1,15,5,2,4,93727,7
R_bj5bEcfvjuLylAl,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Moderate,6568ddb4-e2a3-f11e-30b4-323fab8d1da3,60,2,10,1,1,4,3,33971,2
R_26c2C76FRDt5hCX,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568dd77-b96c-4276-2406-5c1d6f3ce7d9,69,2,16,1,1,4,2,45693,7
R_Odt2ixRQckA9Xxv,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Conservative,6568dcc4-efe9-6577-d1db-c058b3ad25cd,33,2,6,7,1,5,4,94564,4
R_1QutQJPcxJ0iyie,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Slightly Conservative,6568df51-2f8a-6511-6813-5ad05d360957,30,1,14,1,1,6,1,12582,10
R_3F3Y0LNIU5r96bB,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Very Liberal,6568dd4b-0f71-36bc-904d-c61a87247211,36,1,20,1,1,8,3,71667,1
R_1K1NF96mEUv2zC7,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next month,Liberal,6568dee0-7e3d-5805-0cc2-abb629baddfd,51,1,19,1,1,6,1,11238,2
R_1pKfxtFx4s1WvBT,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Not Sure,6568df0c-b219-ba98-e8ae-b890281f37c5,24,1,8,15,14,2,1,11236,7
R_qImWGHbiV7NBBHX,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Liberal,6568ddc6-ded4-0a92-4e3a-4c66a4ac2cbd,32,2,5,1,1,6,2,54937,1
R_3Es39kgMBq9ZJbt,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568de95-2044-871b-9852-c54b72dee7cb,44,1,1,2,12,1,1,10032,1
R_27ChdtBU0hugkGs,0,0,0,The latest vaccine is not effective enough,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Liberal,6568ddbe-ad37-e192-6e70-f47affe95a83,53,2,5,1,1,2,3,26003,1
R_2tJ37qjM8FVQSVg,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568ddcf-fbc6-f216-8f19-3a4cbe7c3dd9,72,2,6,1,1,7,4,59758,1
R_3L6WbewQXh1QeUx,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568dcc2-010e-dac3-29ab-d91fbc67fcff,62,2,2,6,1,6,4,93292,4
R_2rNNZkkGeJob6q1,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568dd1d-da6b-9b2c-2056-ece0325d5e4f,43,1,21,1,1,5,1,12590,2
R_0CEMbIpRlsxjzy1,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Conservative,6568dcb7-6866-c4a7-5ee9-bb0b89905c8b,81,2,16,1,1,6,3,77018,9
R_1FIWDT4xBbqXz8Z,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568de54-8013-1a8c-922a-f10a1c228d06,19,1,1,15,16,2,1,02863,2
R_3RaLDdaqHyxQSpQ,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Slightly Liberal,6568dafe-b9d4-6fb1-85ed-652bfa8358b5,43,1,24,1,1,7,3,32114,3
R_3DnZsGo4LNpJJn4,0,0,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dca5-c2c4-3d95-0829-9f8b16ed5221,53,1,4,1,1,3,3,38866,10
R_1oGxYy3I1KWy6ka,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Not Sure,6568d9a6-bd92-ef8e-b3a3-50e51e33eb5c,61,2,1,2,1,4,3,70811,7
R_1pDnpFWYCG52RfZ,"I am a parent, guardian, or caretaker of a child 18 or under",0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Very Conservative,6568dcf3-e225-2c07-c73a-7ecbf6c5f348,46,2,12,1,1,2,2,68144,10
R_3lAAFtAvQTRpDrn,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568ddad-1e39-dbd1-05ef-2f759d6a1010,61,1,4,2,1,2,2,43130,1
R_2TI4nZP4EnLe3dU,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I plan on receiving the updated vaccine in the next month,Conservative,6568dddc-3e5a-7127-3f59-c4b68b315d9e,32,1,4,1,1,5,4,95119,10
R_2WBkiHhoDSvIimo,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Moderate,6568dc7d-33e2-0026-8d7d-744928475ce5,57,2,2,2,1,2,1,10025,2
R_1i26aQv1H4D4zeP,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Conservative,6568ebf1-e905-2c59-c03f-4a996b6c98d5,72,2,5,1,1,2,3,40272,7
R_1n6FuzwS9UKeWha,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I plan on receiving the updated vaccine in the next month,Slightly Liberal,6568ec6b-60f1-61b4-9f66-e811b9df48e0,21,1,3,1,1,4,4,95630,3
R_3KSD4idT10xwhAt,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568ec01-4d6a-d1ac-f07c-a3f38750f48d,48,1,17,1,1,2,1,08012,10
R_2U3i1bflwFk9yML,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568ec63-ef0d-8d14-0757-823c67f6c2ba,43,2,8,15,2,2,2,68355,2
R_RfA4YYKjvQlGfv3,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Slightly Liberal,6568ec44-5e71-a9b8-c648-a3e1bbe8062b,34,1,6,1,1,6,2,45387,3
R_rfMtB3a7beSDIK5,0,0,0,The latest vaccine is not effective enough,0,0,The latest COVID-19 vaccine is not safe for children,0,0,-99,I plan on receiving the updated vaccine in the next month,Liberal,6568ed2c-17f7-c466-97b6-e3d813b8d108,28,1,13,1,1,2,2,60415,8
R_2EglbcQ2rPoXHTB,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Conservative,6568ec3c-6f3e-d969-07f1-f0b42be509b3,52,1,23,1,1,4,1,08648,5
R_7PwgWKMJWi5joDT,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,"I plan on receiving the updated vaccine, but Im not sure when ",Moderate,6568ec11-6440-f95f-88b0-b2bb11fe63be,79,1,15,1,1,7,3,33634,1
R_DePt6eoYRs1e8Jr,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568ec04-9c2d-33be-614c-43b7dab39a5c,35,2,19,1,1,7,3,76116,1
R_24CM65SYlxeaPpk,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Moderate,6568ebaf-7411-4ab4-1878-ec3d7b0c91f2,20,1,2,1,1,4,4,97603,5
R_1gMT44YZCxltwq6,"I am a parent, guardian, or caretaker of a child 18 or under",0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,Im not sure,Not Sure,6568ebda-f76d-efa6-3547-feff8f12b19a,31,2,10,1,1,4,3,74107,7
R_qwSFQ2JEYjloCMp,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,Im not sure,Not Sure,6568eced-b50b-ae93-eb29-7a51fb8b7c8a,24,2,1,1,12,1,4,98042,4
R_ezdUZyUBtF33nqx,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I already received the updated 2023 COVID-19 vaccine,Liberal,6568ecc6-e929-1ba8-5bf7-234c788bed73,23,1,1,4,15,1,2,60603,4
R_1DBVxIkzzV2RN94,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I already received the updated 2023 COVID-19 vaccine,Very Liberal,6568ebe1-33da-d859-2730-40123377a870,20,2,1,1,1,2,3,76502,1
R_1PTLon3MMA33t0L,"I am a parent, guardian, or caretaker of a child 18 or under",0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I donplan on ever receiving the updated COVID-19 vaccine,Liberal,6568ec71-3e87-330b-7332-2e175a0481b1,25,2,9,2,1,2,4,85716,7
R_2EAgWBU2XRi6QBI,0,0,0,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Liberal,6568ecae-91d9-bc66-5065-97f7f1cfe71b,29,1,3,1,1,4,2,46738,4
R_1MMRVG8mcGoUPXh,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I plan on receiving the updated vaccine in the next month,Slightly Liberal,6568ed0a-0743-1b64-3302-d2a3a2f371a8,33,1,15,1,1,6,4,97202,2
R_3Pi4qQ23sApWDOL,0,0,There is not enough information about long-term side effects of the latest vaccine,0,0,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Slightly Liberal,6568ebd3-c231-ff7d-a427-a2ebcb7fac2c,21,2,5,1,1,4,3,26038,3
R_24CPgTQWZ9pVJ5U,0,0,0,0,0,0,0,0,I don't have concerns about the newest COVID-19 vaccine,-99,I plan on receiving the updated vaccine in the next month,Slightly Liberal,6568ed75-9dee-a4ba-9b43-fb120130d2c4,30,2,8,15,2,6,4,91101,3
R_3DkyfAiyfnZ3eo7,0,0,There is not enough information about long-term side effects of the latest vaccine,0,The latest vaccine is not necessary ,0,0,0,0,-99,I donplan on ever receiving the updated COVID-19 vaccine,Not Sure,6568ec9c-af52-a930-3d04-12eaba77396d,31,1,2,1,1,4,4,97756,4
